Region,Year,PIN
Afghanistan,2007,87
Afghanistan,2006,86
Afghanistan,2005,96
Afghanistan,2004,97
Afghanistan,2003,91
Afghanistan,2002,96
Afghanistan,2001,87
Afghanistan,2000,97
Afghanistan,1999,115
Afghanistan,1998,109
Afghanistan,1997,102
Afghanistan,1996,94
Afghanistan,1995,84
Afghanistan,1994,78
Afghanistan,1993,70
Afghanistan,1992,66
Afghanistan,1991,66
Afghanistan,1990,65
Afghanistan,1989,55
Afghanistan,1988,53
Afghanistan,1987,50
Afghanistan,1986,47
Afghanistan,1985,56
Afghanistan,1984,62
Afghanistan,1983,66
Afghanistan,1982,67
Afghanistan,1981,67
Afghanistan,1980,65
Afghanistan,1979,64
Afghanistan,1978,63
Afghanistan,1977,63
Afghanistan,1976,63
Afghanistan,1975,58
Afghanistan,1974,56
Afghanistan,1973,54
Afghanistan,1972,49
Afghanistan,1971,53
Afghanistan,1970,55
Afghanistan,1969,60
Afghanistan,1968,60
Afghanistan,1967,56
Afghanistan,1966,53
Afghanistan,1965,48
Afghanistan,1964,45
Afghanistan,1963,44
Afghanistan,1962,41
Afghanistan,1961,40
Albania,2007,112
Albania,2006,117
Albania,2005,112
Albania,2004,114
Albania,2003,111
Albania,2002,106
Albania,2001,103
Albania,2000,100
Albania,1999,95
Albania,1998,90
Albania,1997,89
Albania,1996,102
Albania,1995,100
Albania,1994,86
Albania,1993,73
Albania,1992,68
Albania,1991,60
Albania,1990,62
Albania,1989,56
Albania,1988,53
Albania,1987,49
Albania,1986,46
Albania,1985,46
Albania,1984,47
Albania,1983,48
Albania,1982,48
Albania,1981,47
Albania,1980,45
Albania,1979,44
Albania,1978,42
Albania,1977,38
Albania,1976,37
Albania,1975,35
Albania,1974,35
Albania,1973,34
Albania,1972,32
Albania,1971,32
Albania,1970,30
Albania,1969,29
Albania,1968,28
Albania,1967,30
Albania,1966,27
Albania,1965,26
Albania,1964,25
Albania,1963,25
Albania,1962,25
Albania,1961,25
Algeria,2007,120
Algeria,2006,119
Algeria,2005,112
Algeria,2004,111
Algeria,2003,106
Algeria,2002,104
Algeria,2001,101
Algeria,2000,102
Algeria,1999,95
Algeria,1998,96
Algeria,1997,90
Algeria,1996,91
Algeria,1995,91
Algeria,1994,88
Algeria,1993,86
Algeria,1992,81
Algeria,1991,80
Algeria,1990,80
Algeria,1989,75
Algeria,1988,71
Algeria,1987,67
Algeria,1986,60
Algeria,1985,60
Algeria,1984,56
Algeria,1983,54
Algeria,1982,50
Algeria,1981,44
Algeria,1980,42
Algeria,1979,40
Algeria,1978,38
Algeria,1977,37
Algeria,1976,36
Algeria,1975,34
Algeria,1974,33
Algeria,1973,31
Algeria,1972,30
Algeria,1971,28
Algeria,1970,26
Algeria,1969,26
Algeria,1968,25
Algeria,1967,22
Algeria,1966,21
Algeria,1965,20
Algeria,1964,18
Algeria,1963,16
Algeria,1962,17
Algeria,1961,18
American Samoa,2007,100
American Samoa,2006,99
American Samoa,2005,100
American Samoa,2004,100
American Samoa,2003,100
American Samoa,2002,100
American Samoa,2001,100
American Samoa,2000,100
American Samoa,1999,100
American Samoa,1998,100
American Samoa,1997,100
American Samoa,1996,100
American Samoa,1995,100
American Samoa,1994,100
American Samoa,1993,99
American Samoa,1992,99
American Samoa,1991,99
American Samoa,1990,98
American Samoa,1989,98
American Samoa,1988,97
American Samoa,1987,97
American Samoa,1986,97
American Samoa,1985,96
American Samoa,1984,96
American Samoa,1983,95
American Samoa,1982,96
American Samoa,1981,96
American Samoa,1980,95
American Samoa,1979,95
American Samoa,1978,97
American Samoa,1977,96
American Samoa,1976,95
American Samoa,1975,95
American Samoa,1974,95
American Samoa,1973,88
American Samoa,1972,88
American Samoa,1971,86
American Samoa,1970,95
American Samoa,1969,97
American Samoa,1968,110
American Samoa,1967,127
American Samoa,1966,194
American Samoa,1965,194
American Samoa,1964,160
American Samoa,1963,131
American Samoa,1962,104
American Samoa,1961,118
Angola,2007,99
Angola,2006,99
Angola,2005,100
Angola,2004,92
Angola,2003,99
Angola,2002,100
Angola,2001,100
Angola,2000,100
Angola,1999,99
Angola,1998,98
Angola,1997,92
Angola,1996,86
Angola,1995,80
Angola,1994,79
Angola,1993,79
Angola,1992,78
Angola,1991,74
Angola,1990,72
Angola,1989,72
Angola,1988,71
Angola,1987,71
Angola,1986,71
Angola,1985,69
Angola,1984,67
Angola,1983,66
Angola,1982,65
Angola,1981,63
Angola,1980,61
Angola,1979,60
Angola,1978,59
Angola,1977,57
Angola,1976,56
Angola,1975,61
Angola,1974,56
Angola,1973,55
Angola,1972,53
Angola,1971,54
Angola,1970,52
Angola,1969,49
Angola,1968,47
Angola,1967,46
Angola,1966,45
Angola,1965,43
Angola,1964,42
Angola,1963,39
Angola,1962,38
Angola,1961,37
Antigua and Barbuda,2007,110
Antigua and Barbuda,2006,109
Antigua and Barbuda,2005,109
Antigua and Barbuda,2004,106
Antigua and Barbuda,2003,106
Antigua and Barbuda,2002,104
Antigua and Barbuda,2001,102
Antigua and Barbuda,2000,98
Antigua and Barbuda,1999,98
Antigua and Barbuda,1998,98
Antigua and Barbuda,1997,99
Antigua and Barbuda,1996,100
Antigua and Barbuda,1995,103
Antigua and Barbuda,1994,104
Antigua and Barbuda,1993,103
Antigua and Barbuda,1992,103
Antigua and Barbuda,1991,101
Antigua and Barbuda,1990,99
Antigua and Barbuda,1989,93
Antigua and Barbuda,1988,107
Antigua and Barbuda,1987,107
Antigua and Barbuda,1986,107
Antigua and Barbuda,1985,106
Antigua and Barbuda,1984,90
Antigua and Barbuda,1983,92
Antigua and Barbuda,1982,89
Antigua and Barbuda,1981,90
Antigua and Barbuda,1980,98
Antigua and Barbuda,1979,82
Antigua and Barbuda,1978,74
Antigua and Barbuda,1977,57
Antigua and Barbuda,1976,50
Antigua and Barbuda,1975,48
Antigua and Barbuda,1974,54
Antigua and Barbuda,1973,56
Antigua and Barbuda,1972,57
Antigua and Barbuda,1971,59
Antigua and Barbuda,1970,48
Antigua and Barbuda,1969,47
Antigua and Barbuda,1968,44
Antigua and Barbuda,1967,43
Antigua and Barbuda,1966,47
Antigua and Barbuda,1965,46
Antigua and Barbuda,1964,49
Antigua and Barbuda,1963,41
Antigua and Barbuda,1962,35
Antigua and Barbuda,1961,43
Argentina,2007,109
Argentina,2006,109
Argentina,2005,107
Argentina,2004,100
Argentina,2003,92
Argentina,2002,89
Argentina,2001,95
Argentina,2000,101
Argentina,1999,103
Argentina,1998,94
Argentina,1997,97
Argentina,1996,96
Argentina,1995,97
Argentina,1994,96
Argentina,1993,92
Argentina,1992,87
Argentina,1991,88
Argentina,1990,90
Argentina,1989,82
Argentina,1988,80
Argentina,1987,83
Argentina,1986,89
Argentina,1985,86
Argentina,1984,80
Argentina,1983,78
Argentina,1982,80
Argentina,1981,87
Argentina,1980,85
Argentina,1979,89
Argentina,1978,91
Argentina,1977,86
Argentina,1976,85
Argentina,1975,77
Argentina,1974,70
Argentina,1973,69
Argentina,1972,71
Argentina,1971,67
Argentina,1970,78
Argentina,1969,84
Argentina,1968,77
Argentina,1967,76
Argentina,1966,72
Argentina,1965,64
Argentina,1964,64
Argentina,1963,75
Argentina,1962,70
Argentina,1961,65
Armenia,2007,141
Armenia,2006,134
Armenia,2005,125
Armenia,2004,119
Armenia,2003,111
Armenia,2002,104
Armenia,2001,100
Armenia,2000,100
Armenia,1999,99
Armenia,1998,98
Armenia,1997,95
Armenia,1996,94
Armenia,1995,93
Armenia,1994,90
Armenia,1993,89
Armenia,1992,101
Australia,2007,89
Australia,2006,91
Australia,2005,93
Australia,2004,90
Australia,2003,92
Australia,2002,97
Australia,2001,101
Australia,2000,101
Australia,1999,96
Australia,1998,94
Australia,1997,91
Australia,1996,146
Australia,1995,144
Australia,1994,145
Australia,1993,142
Australia,1992,138
Australia,1991,139
Australia,1990,137
Australia,1989,126
Australia,1988,128
Australia,1987,126
Australia,1986,119
Australia,1985,114
Australia,1984,110
Australia,1983,116
Australia,1982,114
Australia,1981,113
Australia,1980,115
Australia,1979,126
Australia,1978,130
Australia,1977,125
Australia,1976,124
Australia,1975,115
Australia,1974,106
Australia,1973,118
Australia,1972,120
Australia,1971,113
Australia,1970,111
Australia,1969,103
Australia,1968,99
Australia,1967,97
Australia,1966,97
Australia,1965,100
Australia,1964,98
Australia,1963,94
Australia,1962,90
Australia,1961,82
Austria,2007,95
Austria,2006,95
Austria,2005,94
Austria,2004,96
Austria,2003,97
Austria,2002,98
Austria,2001,98
Austria,2000,98
Austria,1999,103
Austria,1998,101
Austria,1997,97
Austria,1996,96
Austria,1995,95
Austria,1994,102
Austria,1993,96
Austria,1992,99
Austria,1991,97
Austria,1990,95
Austria,1989,94
Austria,1988,95
Austria,1987,99
Austria,1986,99
Austria,1985,98
Austria,1984,99
Austria,1983,94
Austria,1982,94
Austria,1981,93
Austria,1980,92
Austria,1979,90
Austria,1978,87
Austria,1977,85
Austria,1976,85
Austria,1975,83
Austria,1974,82
Austria,1973,79
Austria,1972,79
Austria,1971,80
Austria,1970,79
Austria,1969,79
Austria,1968,79
Austria,1967,77
Austria,1966,72
Austria,1965,72
Austria,1964,72
Austria,1963,72
Austria,1962,70
Austria,1961,67
Azerbaijan,2007,139
Azerbaijan,2006,132
Azerbaijan,2005,127
Azerbaijan,2004,122
Azerbaijan,2003,116
Azerbaijan,2002,109
Azerbaijan,2001,104
Azerbaijan,2000,99
Azerbaijan,1999,95
Azerbaijan,1998,91
Azerbaijan,1997,85
Azerbaijan,1996,81
Azerbaijan,1995,78
Azerbaijan,1994,77
Azerbaijan,1993,83
Azerbaijan,1992,94
Bahamas,2007,96
Bahamas,2006,96
Bahamas,2005,93
Bahamas,2004,96
Bahamas,2003,95
Bahamas,2002,82
Bahamas,2001,81
Bahamas,2000,78
Bahamas,1999,140
Bahamas,1998,142
Bahamas,1997,94
Bahamas,1996,114
Bahamas,1995,85
Bahamas,1994,49
Bahamas,1993,57
Bahamas,1992,58
Bahamas,1991,52
Bahamas,1990,62
Bahamas,1989,62
Bahamas,1988,57
Bahamas,1987,56
Bahamas,1986,48
Bahamas,1985,50
Bahamas,1984,47
Bahamas,1983,44
Bahamas,1982,45
Bahamas,1981,51
Bahamas,1980,35
Bahamas,1979,35
Bahamas,1978,44
Bahamas,1977,54
Bahamas,1976,81
Bahamas,1975,71
Bahamas,1974,75
Bahamas,1973,69
Bahamas,1972,31
Bahamas,1971,32
Bahamas,1970,30
Bahamas,1969,33
Bahamas,1968,40
Bahamas,1967,39
Bahamas,1966,39
Bahamas,1965,35
Bahamas,1964,31
Bahamas,1963,29
Bahamas,1962,27
Bahamas,1961,27
Bahrain,2007,113
Bahrain,2006,118
Bahrain,2005,141
Bahrain,2004,130
Bahrain,2003,139
Bahrain,2002,165
Bahrain,2001,128
Bahrain,2000,90
Bahrain,1999,81
Bahrain,1998,81
Bahrain,1997,81
Bahrain,1996,83
Bahrain,1995,87
Bahrain,1994,93
Bahrain,1993,95
Bahrain,1992,102
Bahrain,1991,91
Bahrain,1990,86
Bahrain,1989,91
Bahrain,1988,81
Bahrain,1987,103
Bahrain,1986,85
Bahrain,1985,106
Bahrain,1984,89
Bahrain,1983,73
Bahrain,1982,85
Bahrain,1981,58
Bahrain,1980,83
Bahrain,1979,66
Bahrain,1978,54
Bahrain,1977,46
Bahrain,1976,42
Bahrain,1975,39
Bahrain,1974,24
Bahrain,1973,23
Bahrain,1972,20
Bahrain,1971,17
Bahrain,1970,19
Bahrain,1969,18
Bahrain,1968,15
Bahrain,1967,17
Bahrain,1966,17
Bahrain,1965,17
Bahrain,1964,14
Bahrain,1963,15
Bahrain,1962,15
Bahrain,1961,14
Bangladesh,2007,134
Bangladesh,2006,128
Bangladesh,2005,124
Bangladesh,2004,116
Bangladesh,2003,112
Bangladesh,2002,107
Bangladesh,2001,102
Bangladesh,2000,100
Bangladesh,1999,97
Bangladesh,1998,95
Bangladesh,1997,97
Bangladesh,1996,91
Bangladesh,1995,87
Bangladesh,1994,83
Bangladesh,1993,79
Bangladesh,1992,75
Bangladesh,1991,72
Bangladesh,1990,70
Bangladesh,1989,66
Bangladesh,1988,65
Bangladesh,1987,62
Bangladesh,1986,61
Bangladesh,1985,59
Bangladesh,1984,54
Bangladesh,1983,54
Bangladesh,1982,52
Bangladesh,1981,51
Bangladesh,1980,50
Bangladesh,1979,69
Bangladesh,1978,66
Bangladesh,1977,58
Bangladesh,1976,57
Bangladesh,1975,54
Bangladesh,1974,53
Bangladesh,1973,52
Bangladesh,1972,52
Bangladesh,1971,52
Bangladesh,1970,52
Bangladesh,1969,51
Bangladesh,1968,49
Bangladesh,1967,47
Bangladesh,1966,46
Bangladesh,1965,46
Bangladesh,1964,44
Bangladesh,1963,43
Bangladesh,1962,41
Bangladesh,1961,40
Barbados,2007,127
Barbados,2006,124
Barbados,2005,119
Barbados,2004,115
Barbados,2003,96
Barbados,2002,95
Barbados,2001,95
Barbados,2000,99
Barbados,1999,105
Barbados,1998,104
Barbados,1997,105
Barbados,1996,113
Barbados,1995,105
Barbados,1994,99
Barbados,1993,93
Barbados,1992,97
Barbados,1991,112
Barbados,1990,114
Barbados,1989,115
Barbados,1988,99
Barbados,1987,96
Barbados,1986,88
Barbados,1985,81
Barbados,1984,85
Barbados,1983,82
Barbados,1982,89
Barbados,1981,85
Barbados,1980,81
Barbados,1979,78
Barbados,1978,75
Barbados,1977,66
Barbados,1976,61
Barbados,1975,58
Barbados,1974,56
Barbados,1973,51
Barbados,1972,46
Barbados,1971,42
Barbados,1970,38
Barbados,1969,35
Barbados,1968,30
Barbados,1967,29
Barbados,1966,28
Barbados,1965,28
Barbados,1964,28
Barbados,1963,27
Barbados,1962,25
Barbados,1961,26
Belarus,2007,123
Belarus,2006,121
Belarus,2005,114
Belarus,2004,102
Belarus,2003,96
Belarus,2002,99
Belarus,2001,101
Belarus,2000,95
Belarus,1999,103
Belarus,1998,110
Belarus,1997,106
Belarus,1996,104
Belarus,1995,110
Belarus,1994,122
Belarus,1993,128
Belarus,1992,141
Belgium,2007,30
Belgium,2006,31
Belgium,2005,92
Belgium,2004,95
Belgium,2003,97
Belgium,2002,100
Belgium,2001,99
Belgium,2000,100
Belgium,1999,100
Belgium,1998,104
Belgium,1997,101
Belgium,1996,105
Belgium,1995,102
Belgium,1994,99
Belgium,1993,98
Belgium,1992,97
Belgium,1991,96
Belgium,1990,87
Belgium,1989,89
Belgium,1988,89
Belgium,1987,88
Belgium,1986,88
Belgium,1985,85
Belgium,1984,85
Belgium,1983,83
Belgium,1982,80
Belgium,1981,83
Belgium,1980,82
Belgium,1979,81
Belgium,1978,80
Belgium,1977,79
Belgium,1976,79
Belgium,1975,80
Belgium,1974,83
Belgium,1973,77
Belgium,1972,76
Belgium,1971,76
Belgium,1970,76
Belgium,1969,72
Belgium,1968,69
Belgium,1967,67
Belgium,1966,64
Belgium,1965,62
Belgium,1964,60
Belgium,1963,65
Belgium,1962,64
Belgium,1961,62
Belize,2007,141
Belize,2006,141
Belize,2005,143
Belize,2004,154
Belize,2003,147
Belize,2002,145
Belize,2001,111
Belize,2000,94
Belize,1999,93
Belize,1998,86
Belize,1997,88
Belize,1996,86
Belize,1995,82
Belize,1994,81
Belize,1993,84
Belize,1992,85
Belize,1991,77
Belize,1990,76
Belize,1989,48
Belize,1988,75
Belize,1987,73
Belize,1986,70
Belize,1985,66
Belize,1984,66
Belize,1983,64
Belize,1982,51
Belize,1981,50
Belize,1980,48
Belize,1979,47
Belize,1978,43
Belize,1977,42
Belize,1976,41
Belize,1975,34
Belize,1974,35
Belize,1973,37
Belize,1972,33
Belize,1971,30
Belize,1970,24
Belize,1969,23
Belize,1968,26
Belize,1967,25
Belize,1966,24
Belize,1965,23
Belize,1964,21
Belize,1963,21
Belize,1962,20
Belize,1961,18
Benin,2007,124
Benin,2006,120
Benin,2005,116
Benin,2004,115
Benin,2003,104
Benin,2002,104
Benin,2001,100
Benin,2000,98
Benin,1999,100
Benin,1998,102
Benin,1997,96
Benin,1996,96
Benin,1995,93
Benin,1994,95
Benin,1993,90
Benin,1992,88
Benin,1991,86
Benin,1990,89
Benin,1989,86
Benin,1988,92
Benin,1987,97
Benin,1986,101
Benin,1985,116
Benin,1984,108
Benin,1983,101
Benin,1982,91
Benin,1981,85
Benin,1980,83
Benin,1979,78
Benin,1978,75
Benin,1977,71
Benin,1976,71
Benin,1975,69
Benin,1974,64
Benin,1973,60
Benin,1972,59
Benin,1971,56
Benin,1970,55
Benin,1969,54
Benin,1968,52
Benin,1967,50
Benin,1966,48
Benin,1965,45
Benin,1964,44
Benin,1963,41
Benin,1962,37
Benin,1961,36
Bermuda,2007,95
Bermuda,2006,94
Bermuda,2005,96
Bermuda,2004,96
Bermuda,2003,102
Bermuda,2002,103
Bermuda,2001,100
Bermuda,2000,100
Bermuda,1999,99
Bermuda,1998,97
Bermuda,1997,96
Bermuda,1996,95
Bermuda,1995,99
Bermuda,1994,106
Bermuda,1993,115
Bermuda,1992,123
Bermuda,1991,127
Bermuda,1990,135
Bermuda,1989,124
Bermuda,1988,120
Bermuda,1987,119
Bermuda,1986,111
Bermuda,1985,116
Bermuda,1984,117
Bermuda,1983,122
Bermuda,1982,119
Bermuda,1981,117
Bermuda,1980,116
Bermuda,1979,102
Bermuda,1978,95
Bermuda,1977,93
Bermuda,1976,99
Bermuda,1975,101
Bermuda,1974,97
Bermuda,1973,114
Bermuda,1972,145
Bermuda,1971,185
Bermuda,1970,184
Bermuda,1969,188
Bermuda,1968,213
Bermuda,1967,233
Bermuda,1966,227
Bermuda,1965,205
Bermuda,1964,220
Bermuda,1963,204
Bermuda,1962,190
Bermuda,1961,178
Bhutan,2007,96
Bhutan,2006,96
Bhutan,2005,95
Bhutan,2004,97
Bhutan,2003,97
Bhutan,2002,94
Bhutan,2001,96
Bhutan,2000,97
Bhutan,1999,106
Bhutan,1998,101
Bhutan,1997,101
Bhutan,1996,99
Bhutan,1995,96
Bhutan,1994,89
Bhutan,1993,86
Bhutan,1992,87
Bhutan,1991,96
Bhutan,1990,96
Bhutan,1989,89
Bhutan,1988,86
Bhutan,1987,85
Bhutan,1986,83
Bhutan,1985,86
Bhutan,1984,83
Bhutan,1983,80
Bhutan,1982,77
Bhutan,1981,75
Bhutan,1980,73
Bhutan,1979,70
Bhutan,1978,69
Bhutan,1977,68
Bhutan,1976,66
Bhutan,1975,64
Bhutan,1974,62
Bhutan,1973,60
Bhutan,1972,59
Bhutan,1971,58
Bhutan,1970,57
Bhutan,1969,55
Bhutan,1968,53
Bhutan,1967,52
Bhutan,1966,51
Bhutan,1965,50
Bhutan,1964,49
Bhutan,1963,48
Bhutan,1962,45
Bhutan,1961,42
Bolivia,2007,113
Bolivia,2006,113
Bolivia,2005,117
Bolivia,2004,113
Bolivia,2003,110
Bolivia,2002,107
Bolivia,2001,100
Bolivia,2000,100
Bolivia,1999,99
Bolivia,1998,96
Bolivia,1997,94
Bolivia,1996,91
Bolivia,1995,87
Bolivia,1994,82
Bolivia,1993,76
Bolivia,1992,73
Bolivia,1991,76
Bolivia,1990,80
Bolivia,1989,70
Bolivia,1988,66
Bolivia,1987,61
Bolivia,1986,58
Bolivia,1985,61
Bolivia,1984,57
Bolivia,1983,60
Bolivia,1982,58
Bolivia,1981,58
Bolivia,1980,60
Bolivia,1979,51
Bolivia,1978,48
Bolivia,1977,47
Bolivia,1976,45
Bolivia,1975,43
Bolivia,1974,40
Bolivia,1973,39
Bolivia,1972,38
Bolivia,1971,34
Bolivia,1970,33
Bolivia,1969,29
Bolivia,1968,28
Bolivia,1967,27
Bolivia,1966,27
Bolivia,1965,25
Bolivia,1964,24
Bolivia,1963,24
Bolivia,1962,24
Bolivia,1961,23
Bosnia and Herzegovina,2007,161
Bosnia and Herzegovina,2006,146
Bosnia and Herzegovina,2005,139
Bosnia and Herzegovina,2004,124
Bosnia and Herzegovina,2003,105
Bosnia and Herzegovina,2002,98
Bosnia and Herzegovina,2001,97
Bosnia and Herzegovina,2000,103
Bosnia and Herzegovina,1999,99
Bosnia and Herzegovina,1998,105
Bosnia and Herzegovina,1997,84
Bosnia and Herzegovina,1996,62
Bosnia and Herzegovina,1995,89
Bosnia and Herzegovina,1994,101
Bosnia and Herzegovina,1993,118
Bosnia and Herzegovina,1992,127
Botswana,2007,111
Botswana,2006,111
Botswana,2005,112
Botswana,2004,108
Botswana,2003,100
Botswana,2002,103
Botswana,2001,110
Botswana,2000,98
Botswana,1999,90
Botswana,1998,106
Botswana,1997,108
Botswana,1996,113
Botswana,1995,127
Botswana,1994,104
Botswana,1993,114
Botswana,1992,117
Botswana,1991,118
Botswana,1990,110
Botswana,1989,100
Botswana,1988,95
Botswana,1987,95
Botswana,1986,108
Botswana,1985,110
Botswana,1984,115
Botswana,1983,102
Botswana,1982,110
Botswana,1981,101
Botswana,1980,79
Botswana,1979,108
Botswana,1978,80
Botswana,1977,98
Botswana,1976,100
Botswana,1975,92
Botswana,1974,93
Botswana,1973,97
Botswana,1972,99
Botswana,1971,97
Botswana,1970,97
Botswana,1969,84
Botswana,1968,85
Botswana,1967,86
Botswana,1966,85
Botswana,1965,84
Botswana,1964,84
Botswana,1963,76
Botswana,1962,69
Botswana,1961,61
Brazil,2007,119
Brazil,2006,118
Brazil,2005,132
Brazil,2004,124
Brazil,2003,115
Brazil,2002,110
Brazil,2001,103
Brazil,2000,100
Brazil,1999,95
Brazil,1998,88
Brazil,1997,87
Brazil,1996,87
Brazil,1995,83
Brazil,1994,76
Brazil,1993,72
Brazil,1992,70
Brazil,1991,66
Brazil,1990,58
Brazil,1989,57
Brazil,1988,55
Brazil,1987,52
Brazil,1986,49
Brazil,1985,47
Brazil,1984,45
Brazil,1983,44
Brazil,1982,43
Brazil,1981,42
Brazil,1980,41
Brazil,1979,37
Brazil,1978,35
Brazil,1977,33
Brazil,1976,33
Brazil,1975,30
Brazil,1974,28
Brazil,1973,28
Brazil,1972,26
Brazil,1971,24
Brazil,1970,24
Brazil,1969,24
Brazil,1968,23
Brazil,1967,21
Brazil,1966,20
Brazil,1965,20
Brazil,1964,19
Brazil,1963,18
Brazil,1962,17
Brazil,1961,17
British Virgin Islands,2007,100
British Virgin Islands,2006,100
British Virgin Islands,2005,100
British Virgin Islands,2004,100
British Virgin Islands,2003,100
British Virgin Islands,2002,100
British Virgin Islands,2001,100
British Virgin Islands,2000,100
British Virgin Islands,1999,100
British Virgin Islands,1998,100
British Virgin Islands,1997,100
British Virgin Islands,1996,100
British Virgin Islands,1995,94
British Virgin Islands,1994,99
British Virgin Islands,1993,100
British Virgin Islands,1992,97
British Virgin Islands,1991,94
British Virgin Islands,1990,91
British Virgin Islands,1989,89
British Virgin Islands,1988,90
British Virgin Islands,1987,87
British Virgin Islands,1986,87
British Virgin Islands,1985,85
British Virgin Islands,1984,82
British Virgin Islands,1983,79
British Virgin Islands,1982,79
British Virgin Islands,1981,77
British Virgin Islands,1980,76
British Virgin Islands,1979,75
British Virgin Islands,1978,74
British Virgin Islands,1977,76
British Virgin Islands,1976,75
British Virgin Islands,1975,71
British Virgin Islands,1974,71
British Virgin Islands,1973,67
British Virgin Islands,1972,66
British Virgin Islands,1971,65
British Virgin Islands,1970,61
British Virgin Islands,1969,64
British Virgin Islands,1968,80
British Virgin Islands,1967,72
British Virgin Islands,1966,99
British Virgin Islands,1965,81
British Virgin Islands,1964,80
British Virgin Islands,1963,118
British Virgin Islands,1962,140
British Virgin Islands,1961,142
Brunei Darussalam,2007,147
Brunei Darussalam,2006,130
Brunei Darussalam,2005,97
Brunei Darussalam,2004,123
Brunei Darussalam,2003,104
Brunei Darussalam,2002,106
Brunei Darussalam,2001,115
Brunei Darussalam,2000,97
Brunei Darussalam,1999,86
Brunei Darussalam,1998,67
Brunei Darussalam,1997,55
Brunei Darussalam,1996,39
Brunei Darussalam,1995,48
Brunei Darussalam,1994,48
Brunei Darussalam,1993,44
Brunei Darussalam,1992,45
Brunei Darussalam,1991,29
Brunei Darussalam,1990,24
Brunei Darussalam,1989,31
Brunei Darussalam,1988,26
Brunei Darussalam,1987,32
Brunei Darussalam,1986,46
Brunei Darussalam,1985,57
Brunei Darussalam,1984,39
Brunei Darussalam,1983,36
Brunei Darussalam,1982,34
Brunei Darussalam,1981,31
Brunei Darussalam,1980,28
Brunei Darussalam,1979,21
Brunei Darussalam,1978,18
Brunei Darussalam,1977,21
Brunei Darussalam,1976,19
Brunei Darussalam,1975,17
Brunei Darussalam,1974,19
Brunei Darussalam,1973,13
Brunei Darussalam,1972,12
Brunei Darussalam,1971,15
Brunei Darussalam,1970,13
Brunei Darussalam,1969,12
Brunei Darussalam,1968,10
Brunei Darussalam,1967,9
Brunei Darussalam,1966,9
Brunei Darussalam,1965,8
Brunei Darussalam,1964,9
Brunei Darussalam,1963,12
Brunei Darussalam,1962,13
Brunei Darussalam,1961,8
Bulgaria,2007,63
Bulgaria,2006,68
Bulgaria,2005,68
Bulgaria,2004,71
Bulgaria,2003,66
Bulgaria,2002,75
Bulgaria,2001,93
Bulgaria,2000,102
Bulgaria,1999,104
Bulgaria,1998,98
Bulgaria,1997,92
Bulgaria,1996,99
Bulgaria,1995,96
Bulgaria,1994,97
Bulgaria,1993,111
Bulgaria,1992,130
Bulgaria,1991,134
Bulgaria,1990,159
Bulgaria,1989,165
Bulgaria,1988,166
Bulgaria,1987,165
Bulgaria,1986,166
Bulgaria,1985,162
Bulgaria,1984,163
Bulgaria,1983,160
Bulgaria,1982,154
Bulgaria,1981,149
Bulgaria,1980,146
Bulgaria,1979,145
Bulgaria,1978,136
Bulgaria,1977,130
Bulgaria,1976,128
Bulgaria,1975,121
Bulgaria,1974,114
Bulgaria,1973,112
Bulgaria,1972,111
Bulgaria,1971,107
Bulgaria,1970,101
Bulgaria,1969,102
Bulgaria,1968,106
Bulgaria,1967,102
Bulgaria,1966,96
Bulgaria,1965,90
Bulgaria,1964,81
Bulgaria,1963,74
Bulgaria,1962,74
Bulgaria,1961,73
Burkina Faso,2007,129
Burkina Faso,2006,124
Burkina Faso,2005,121
Burkina Faso,2004,115
Burkina Faso,2003,109
Burkina Faso,2002,108
Burkina Faso,2001,107
Burkina Faso,2000,99
Burkina Faso,1999,93
Burkina Faso,1998,90
Burkina Faso,1997,87
Burkina Faso,1996,84
Burkina Faso,1995,81
Burkina Faso,1994,80
Burkina Faso,1993,73
Burkina Faso,1992,70
Burkina Faso,1991,68
Burkina Faso,1990,65
Burkina Faso,1989,49
Burkina Faso,1988,46
Burkina Faso,1987,46
Burkina Faso,1986,44
Burkina Faso,1985,42
Burkina Faso,1984,38
Burkina Faso,1983,37
Burkina Faso,1982,34
Burkina Faso,1981,32
Burkina Faso,1980,32
Burkina Faso,1979,33
Burkina Faso,1978,30
Burkina Faso,1977,27
Burkina Faso,1976,27
Burkina Faso,1975,28
Burkina Faso,1974,24
Burkina Faso,1973,26
Burkina Faso,1972,32
Burkina Faso,1971,36
Burkina Faso,1970,34
Burkina Faso,1969,33
Burkina Faso,1968,32
Burkina Faso,1967,31
Burkina Faso,1966,31
Burkina Faso,1965,33
Burkina Faso,1964,29
Burkina Faso,1963,27
Burkina Faso,1962,26
Burkina Faso,1961,25
Burundi,2007,79
Burundi,2006,80
Burundi,2005,115
Burundi,2004,110
Burundi,2003,106
Burundi,2002,103
Burundi,2001,101
Burundi,2000,96
Burundi,1999,102
Burundi,1998,107
Burundi,1997,100
Burundi,1996,108
Burundi,1995,116
Burundi,1994,127
Burundi,1993,141
Burundi,1992,138
Burundi,1991,131
Burundi,1990,131
Burundi,1989,124
Burundi,1988,124
Burundi,1987,116
Burundi,1986,115
Burundi,1985,100
Burundi,1984,105
Burundi,1983,103
Burundi,1982,99
Burundi,1981,97
Burundi,1980,112
Burundi,1979,117
